"","code_merge","code_muni","code_muni2","IDHM","UF.x","municipio.x","Nome_UF","log_to_brasilia","log_to_capital","metropolitano","pop_2008","inova5","pop_2008.1","bur_consel_2008","cand_reelec_2008","cand_sex_2008","cand_esc_2008","cand_age_2008","bur_escol_2008","bur_terc_2008","bur_espel_2008","bur_polit_2008","alinhamento_estadual_2008","alinhamento_federal_2008","alinhamento_ambos_2008","n_alinhado_2008","UF.y","MUNICIPIO","municipio.y","rec_orcamento_2008","log_orcamento_2008","iqb_factor_2008"
"597","GOrubiataba",521890,"5218904",0.719,"GO","rubiataba","Goiás",5.35696356198077,5.18402822014591,0,18583,0,18583,1,"Sim","Masculino",1,"54",0.2625250501002,0,0.923847695390782,0.0824295010845987,0,0,0,1,"GO","Rubiataba","rubiataba","21585937.13",16.8875526018273,0.765440526906162
"598","GOsanta isabel",521935,"5219357",0.683,"GO","santa isabel","Goiás",5.13043111755034,5.04129381505005,0,3580,0,3580,0,"Não","Masculino",1,"47",0.15962441314554,0,0.92018779342723,0.086734693877551,0,0,0,1,"GO","Santa Isabel","santa isabel","7742584.04",15.8622460451458,0.711228509788447
"599","GOsanta rita do araguaia",521940,"5219407",0.714,"GO","santa rita do araguaia","Goiás",6.37655686540821,6.0549791066758,0,6171,0,6171,1,"Não","Masculino",1,"58",0.206030150753769,0.103703703703704,0.678391959798995,0.325925925925926,1,0,0,0,"GO","Santa Rita do Araguaia","santa rita do araguaia","7440856.21",15.8224964821771,0.700922122067375
"600","GOsanta rita do novo destino",521945,"5219456",0.634,"GO","santa rita do novo destino","Goiás",4.98579600408261,5.14912106018591,0,3528,0,3528,1,"Não","Masculino",0,"39",0.105960264900662,0.196969696969697,0.437086092715232,1.09090909090909,1,0,0,0,"GO","Santa Rita do Novo Destino","santa rita do novo destino","6703500.05",15.7181403434825,0.541437688447787
"601","GOsenador canedo",522045,"5220454",0.701,"GO","senador canedo","Goiás",5.0841335566053,2.85933964864844,0,75297,1,75297,1,"Sim","Masculino",0,"46",0.236006051437216,0.0173341303048416,0.506202723146747,0.926479378362224,0,0,0,1,"GO","Senador Canedo","senador canedo","164611975.1",18.9191015962948,0.634240847949645
"602","GOtrindade",522140,"5221403",0.699,"GO","trindade","Goiás",5.25994029742703,3.22882615572137,0,102870,0,102870,1,"Não","Masculino",0,"36",0.063968015992004,0.00440852314474651,0.68015992003998,0.335782512858192,0,0,0,1,"GO","Trindade","trindade","70931743.88",18.0772286188058,0.626762108546709
"604","GOuirapuru",522157,"5221577",0.67,"GO","uirapuru","Goiás",5.60178666240015,5.61916822226629,0,3112,1,3112,0,"Não","Masculino",0,"43",0.259259259259259,0.0568181818181818,0.724279835390947,0.323863636363636,0,0,0,1,"GO","Uirapuru","uirapuru","6935084.53",15.7521038005537,0.729521753423031
"605","GOuruana",522170,"5221700",0.703,"GO","uruana","Goiás",5.25143538064791,4.936414495065,0,14110,0,14110,1,"Sim","Masculino",0,"43",0.215938303341902,0.0524691358024691,0.832904884318766,0.0308641975308642,0,0,0,1,"GO","Uruana","uruana","13274404.28",16.4013482487558,0.747677182954514
"606","GOvila boa",522220,"5222203",0.647,"GO","vila boa","Goiás",4.82510860635335,5.6948762651852,0,4461,0,4461,0,"Sim","Masculino",1,"43",0.205240174672489,0,0.860262008733624,0.111675126903553,0,1,0,0,"GO","Vila Boa","vila boa","8425947.89",15.9468265370728,0.731533568722355
"607","MAafonso cunha",210010,"2100105",0.529,"MA","afonso cunha","Maranhão",7.23671364274576,5.34118526677521,0,5834,0,5834,0,"Não","Masculino",1,"32",0.100746268656716,0.205882352941176,0.380597014925373,0.0784313725490196,0,0,0,1,"MA","Afonso Cunha","afonso cunha","10073404.58",16.1254092989152,0.679159786892395
"608","MAaldeias altas",210030,"2100303",0.513,"MA","aldeias altas","Maranhão",7.19465454512099,5.52501459606154,0,22328,0,22328,0,"Sim","Masculino",0,"53",0.124454148471616,0.0786749482401656,0.527292576419214,0.0455486542443064,0,0,0,1,"MA","Aldeias Altas","aldeias altas","24633185.34",17.0196050893838,0.697648867033101
"609","MAanajatuba",210070,"2100709",0.581,"MA","anajatuba","Maranhão",7.27106416955691,4.48739965025358,0,24695,1,24695,0,"Sim","Masculino",1,"56",0.0497512437810945,0,0.975124378109453,0.022108843537415,0,0,0,1,"MA","Anajatuba","anajatuba","20745673.79",16.8478482908553,0.662952374139797
"610","MAarame",210095,"2100956",0.512,"MA","arame","Maranhão",7.12935363709999,5.71327065252851,0,27967,0,27967,1,"Sim","Masculino",1,"56",0.0122989593188269,0.0406290956749672,0.721854304635762,0.150720838794233,0,0,0,1,"MA","Arame","arame","21080503.09",16.8638591471022,0.625083039977546
"611","MAarari",210100,"2101004",0.626,"MA","arari","Maranhão",7.2536472955554,4.75004944730618,0,28585,0,28585,0,"Sim","Masculino",1,"67",0.0394736842105263,0.00282220131702728,0.777046783625731,0.0423330197554092,0,1,0,0,"MA","Arari","arari","27870544.02",17.1430809191815,0.654755122660643
"612","MAbacabal",210120,"2101202",0.651,"MA","bacabal","Maranhão",7.19307706815555,5.27694050078845,0,97946,0,97946,1,"Sim","Masculino",1,"46",0.0450867052023121,0,0.633815028901734,0.0250797993616051,0,0,0,1,"MA","Bacabal","bacabal","96330092.56",18.383291315597,0.660109588165525
"613","MAbacabeira",210125,"2101251",0.629,"MA","bacabeira","Maranhão",7.29858717531234,3.89304403883034,0,15115,0,15115,0,"Sim","Masculino",0,"Ignorado",0.261061946902655,0.0309597523219814,0.714601769911504,0.176470588235294,0,0,0,1,"MA","Bacabeira","bacabeira","18386438.14",16.72712389321,0.751241162443098
"614","MAbacuri",210130,"2101301",0.578,"MA","bacuri","Maranhão",7.37463528479177,4.86999296429379,0,16500,0,16500,1,"Sim","Masculino",1,"Ignorado",0.227212681638045,0.129032258064516,0.778071334214003,0.00169779286926995,0,0,0,1,"MA","Bacuri","bacuri","19001769.8",16.7600426801612,0.756654190553614
"615","MAbacurituba",210135,"2101350",0.537,"MA","bacurituba","Maranhão",7.31000187991492,3.95374059878001,0,5597,0,5597,0,"Não","Feminino",0,"48",0.0904977375565611,0.0465116279069767,0.583710407239819,0.108527131782946,0,0,0,1,"MA","Bacurituba","bacurituba","7616381.84",15.8458119907512,0.671611503719817
"616","MAbalsas",210140,"2101400",0.687,"MA","balsas","Maranhão",6.84576284713993,6.37752594834063,0,81497,1,81497,1,"Sim","Masculino",1,"60",0.229748603351955,0,0.778980446927374,0.203047960555805,0,0,0,1,"MA","Balsas","balsas","83778309.53",18.2436846957909,0.731619129642281
"617","MAbarra do corda",210160,"2101608",0.606,"MA","barra do corda","Maranhão",7.07279502854156,5.84918067734556,0,81027,1,81027,1,"Sim","Masculino",0,"70",0.190535106712032,0.0148063781321185,0.543148778224559,0.0825740318906606,0,0,0,1,"MA","Barra do Corda","barra do corda","70354651.48",18.0690594584576,0.727728538329241
"618","MAbarreirinhas",210170,"2101707",0.57,"MA","barreirinhas","Maranhão",7.34807903615767,5.11096316722601,0,49398,0,49398,1,"Sim","Masculino",1,"52",0.0158201498751041,0.0639070442992012,0.573272273105745,0.0399419026870007,0,1,0,0,"MA","Barreirinhas","barreirinhas","46406779.3",17.6529561121275,0.64200802088351
"619","MAbenedito leite",210180,"2101806",0.546,"MA","benedito leite","Maranhão",6.92739122572122,6.25881635308651,0,5545,0,5545,0,"Não","Masculino",0,"49",0,0.0390243902439024,0.5125,0.0926829268292683,0,0,0,1,"MA","Benedito Leite","benedito leite","6500870.66",15.687446673588,0.626751369634684
"620","MAbernardo do mearim",210193,"2101939",0.604,"MA","bernardo do mearim","Maranhão",7.16402408072817,5.45553476774608,0,6160,0,6160,0,"Sim","Masculino",0,"32",0.0241691842900302,0.0457516339869281,0.462235649546828,0.196078431372549,0,0,0,1,"MA","Bernardo do Mearim","bernardo do mearim","8024707.86",15.8980358225794,0.624908098373691
"621","MAboa vista do gurupi",210197,"2101970",0.545,"MA","boa vista do gurupi","Maranhão",7.35629264786128,5.46827108934813,0,7643,0,7643,0,"Sim","Masculino",0,"39",0.0515759312320917,0.0274725274725275,0.521489971346705,0.131868131868132,0,0,0,1,"MA","Boa Vista do Gurupi","boa vista do gurupi","8763104.37",15.9860607802718,0.648327190400485
"622","MAbom jardim",210200,"2102002",0.538,"MA","bom jardim","Maranhão",7.22596170679646,5.3946724547908,0,38813,0,38813,0,"Sim","Masculino",1,"49",0.174543501611171,0.554156171284635,0.426423200859291,0.0894206549118388,0,0,0,1,"MA","Bom Jardim","bom jardim","39989265.68",17.5041216180638,0.711781361057183
"623","MAbom jesus das selvas",210203,"2102036",0.558,"MA","bom jesus das selvas","Maranhão",7.14643353944342,5.84273249330758,0,24661,0,24661,1,"Sim","Masculino",1,"60",0.109090909090909,0,0.586602870813397,0.259380097879282,0,1,0,0,"MA","Bom Jesus das Selvas","bom jesus das selvas","21721728.88",16.8938236483889,0.660932929523928
"624","MAbom lugar",210207,"2102077",0.562,"MA","bom lugar","Maranhão",7.18817101544187,5.32257085834874,0,13222,0,13222,0,"Não","Masculino",0,"34",0.04,0,0.928,0.0775862068965517,0,0,0,1,"MA","Bom Lugar","bom lugar","13856895.78",16.4442935569441,0.650170489259501
"625","MAbrejo",210210,"2102101",0.562,"MA","brejo","Maranhão",7.28582178327249,5.37035891941301,0,32018,1,32018,1,"Não","Masculino",0,"50",0.277695716395864,0.033096926713948,0.624815361890694,0.0401891252955083,0,0,0,1,"MA","Brejo","brejo","27713851.1",17.1374428858906,0.778799609185754
"626","MAburiti",210220,"2102200",0.548,"MA","buriti","Maranhão",7.26231298314973,5.39003017447124,0,26029,0,26029,0,"Sim","Masculino",0,"55",0.531565656565657,0.0285714285714286,0.883838383838384,0.102857142857143,0,0,0,1,"MA","Buriti","buriti","24432298.16",17.0114165100334,0.902430174384125
"627","MAburiti bravo",210230,"2102309",0.59,"MA","buriti bravo","Maranhão",7.08377367922298,5.91722579717245,0,22941,0,22941,1,"Sim","Masculino",1,"55",0.16,0.519877675840979,0.297272727272727,0.186544342507645,1,0,0,0,"MA","Buriti Bravo","buriti bravo","18216228.14",16.7178234108019,0.691144927365004
"628","MAburiticupu",210232,"2102325",0.556,"MA","buriticupu","Maranhão",7.15644181292692,5.73081381370723,0,63466,0,63466,1,"Sim","Masculino",1,"59",0.0825082508250825,0.0432801822323462,0.724422442244224,0.0136674259681093,1,0,0,0,"MA","Buriticupu","buriticupu","48941142.48",17.7061289602098,0.68065678423561
"629","MAburitirana",210235,"2102358",0.583,"MA","buritirana","Maranhão",7.03623644063068,6.11941791141844,0,15027,0,15027,0,"Sim","Masculino",0,"44",0.174657534246575,0.0796019900497512,0.688356164383562,0.149253731343284,0,0,0,1,"MA","Buritirana","buritirana","14472274.63",16.4877452825218,0.709398910342364
"630","MAcapinzal do norte",210275,"2102754",0.537,"MA","capinzal do norte","Maranhão",7.162715276316,5.49888805700985,0,10683,0,10683,0,"Sim","Masculino",0,"40",0.00493421052631579,0.0102040816326531,0.322368421052632,0.0969387755102041,0,0,0,1,"MA","Capinzal do Norte","capinzal do norte","12856599.24",16.369367797012,0.629087587985532
"631","MAcarolina",210280,"2102804",0.634,"MA","carolina","Maranhão",6.84651796951095,6.4597322955841,0,25159,0,25159,1,"Sim","Masculino",0,"52",0.0291806958473625,0,0.696969696969697,0.132045088566828,0,0,0,1,"MA","Carolina","carolina","26283437.54",17.0844495474405,0.636973494539817
"632","MAcaxias",210300,"2103000",0.624,"MA","caxias","Maranhão",7.18013841726974,5.63293073368425,0,147416,1,147416,1,"Sim","Masculino",1,"61",0.102557200538358,0.162951334379906,0.428667563930013,0.080690737833595,0,0,0,1,"MA","Caxias","caxias","221376547.1",19.2153756426369,0.68032018991251
"633","MAcedral",210310,"2103109",0.605,"MA","cedral","Maranhão",7.36312104554376,4.16464768606452,0,10127,0,10127,0,"Não","Masculino",1,"64",0.186046511627907,0,0.604651162790698,0.138461538461538,0,0,0,1,"MA","Cedral","cedral","8263443.95",15.9273520016998,0.717814679270923
"634","MAchapadinha",210320,"2103208",0.604,"MA","chapadinha","Maranhão",7.26461120654235,5.13967327310844,0,69734,0,69734,1,"Não","Feminino",0,"32",0.227291930713984,0,0.833967046894803,0.194528875379939,0,0,0,1,"MA","Chapadinha","chapadinha","61438249.54",17.9335431558379,0.731521719788379
"635","MAcoelho neto",210340,"2103406",0.564,"MA","coelho neto","Maranhão",7.23665606724987,5.47872041751936,0,45343,0,45343,1,"Não","Masculino",0,"38",0.222313371616079,0.231237322515213,0.404429860541427,0.279918864097363,0,0,0,1,"MA","Coelho Neto","coelho neto","43631841.76",17.5912977573649,0.714216823647396
"636","MAcolinas",210350,"2103505",0.596,"MA","colinas","Maranhão",7.05313618796381,5.96301363093397,0,36725,1,36725,1,"Não","Feminino",1,"42",0.205882352941176,0,0.747899159663866,0.215355805243446,0,0,0,1,"MA","Colinas","colinas","38761545.98",17.4729392301563,0.717475546853109
"637","MAcururupu",210370,"2103703",0.612,"MA","cururupu","Maranhão",7.36977083838069,4.60686874262367,0,35009,0,35009,1,"Sim","Masculino",1,"Ignorado",0.0810055865921788,0.0167064439140811,0.780260707635009,0.118138424821002,0,0,0,1,"MA","Cururupu","cururupu","30542184.68",17.2346193902323,0.665699890227102
"638","MAduque bacelar",210390,"2103901",0.533,"MA","duque bacelar","Maranhão",7.24618274575163,5.46158351680683,0,10704,0,10704,0,"Não","Masculino",0,"39",0.159036144578313,0.0144927536231884,0.831325301204819,0.0550724637681159,0,0,0,1,"MA","Duque Bacelar","duque bacelar","14111406.64",16.4624940098595,0.715138168226709
"640","MAformosa da serra negra",210409,"2104099",0.556,"MA","formosa da serra negra","Maranhão",6.96248964608219,6.17796486072335,0,17432,0,17432,0,"Não","Masculino",1,"48",0.329268292682927,0,0.707317073170732,0.165024630541872,0,0,0,1,"MA","Formosa da Serra Negra","formosa da serra negra","15538497.82",16.5588312328517,0.78875021222424
"641","MAfortaleza dos nogueiras",210410,"2104107",0.616,"MA","fortaleza dos nogueiras","Maranhão",6.90646444621588,6.2822106705574,0,11919,0,11919,0,"Não","Masculino",1,"41",0.286384976525822,0,0.859154929577465,0.163934426229508,0,0,0,1,"MA","Fortaleza dos Nogueiras","fortaleza dos nogueiras","12709374.24",16.3578504082793,0.766558029427207
"642","MAgodofredo viana",210430,"2104305",0.604,"MA","godofredo viana","Maranhão",7.38766592131116,5.3303488373787,0,10823,0,10823,1,"Sim","Feminino",1,"51",0.198830409356725,0.024822695035461,0.824561403508772,0.0886524822695035,0,0,0,1,"MA","Godofredo Viana","godofredo viana","9924430.17",16.1105099692873,0.731083084730704
"643","MAgovernador archer",210450,"2104503",0.565,"MA","governador archer","Maranhão",7.13981099868292,5.62445062537407,0,10224,0,10224,0,"Sim","Masculino",0,"59",0.344213649851632,0.0542986425339367,0.655786350148368,0.361990950226244,0,0,0,1,"MA","Governador Archer","governador archer","11184385.57",16.2300292180045,0.768524016511081
"644","MAgovernador luiz rocha",210462,"2104628",0.544,"MA","governador luiz rocha","Maranhão",7.10767933213992,5.79237315943805,0,7091,0,7091,0,"Não","Masculino",0,"52",0.352617079889807,0.0653846153846154,0.716253443526171,0.0230769230769231,0,0,0,1,"MA","Governador Luiz Rocha","governador luiz rocha","11145961.27",16.2265877723164,0.819812422956701
"645","MAgovernador nunes freire",210467,"2104677",0.569,"MA","governador nunes freire","Maranhão",7.33609020118105,5.20075966295323,0,24671,0,24671,1,"Não","Masculino",1,"41",0.199600798403194,0.150326797385621,0.305389221556886,0.150326797385621,0,0,0,1,"MA","Governador Nunes Freire","governador nunes freire","29775969.52",17.2092122342204,0.721372223563606
"646","MAhumberto de campos",210500,"2105005",0.535,"MA","humberto de campos","Maranhão",7.34297981645407,4.54159120434522,0,25037,1,25037,0,"Sim","Masculino",1,"51",0.0691588785046729,0.114164904862579,0.442056074766355,0.101479915433404,0,0,0,1,"MA","Humberto de Campos","humberto de campos","26949937.71",17.1094915439994,0.660635598522262
"647","MAicatu",210510,"2105104",0.546,"MA","icatu","Maranhão",7.31760409790773,3.63653297374173,0,25198,0,25198,1,"Sim","Masculino",0,"57",0.019730010384216,0.0687361419068736,0.468328141225338,0.0465631929046563,0,0,0,1,"MA","Icatu","icatu","24135641.76",16.999200217152,0.643066359722812
"648","MAimperatriz",210530,"2105302",0.731,"MA","imperatriz","Maranhão",7.03989695639965,6.18328253637928,0,236311,1,236311,1,"Não","Masculino",0,"59",0.333411433926898,0,0.859887535145267,0.143869209809264,0,0,0,1,"MA","Imperatriz","imperatriz","255912011.6",19.3603442386763,0.793845642816612
"649","MAitapecuru mirim",210540,"2105401",0.599,"MA","itapecuru mirim","Maranhão",7.26662481304539,4.5660134707869,0,56241,1,56241,0,"Sim","Masculino",1,"39",0.172953081876725,0.0754716981132075,0.463201471941122,0.0556107249255213,0,0,0,1,"MA","Itapecuru Mirim","itapecuru mirim","44763322.29",17.6168996631843,0.721561094884821
"650","MAjenipapo dos vieiras",210547,"2105476",0.49,"MA","jenipapo dos vieiras","Maranhão",7.07682272009768,5.85447002189907,0,15270,0,15270,0,"Sim","Masculino",0,"30",0.172268907563025,0,0.863445378151261,0.0364963503649635,0,0,0,1,"MA","Jenipapo dos Vieiras","jenipapo dos vieiras","15528984.01",16.5582187718644,0.724790603094141
"651","MAlagoa do mato",210592,"2105922",0.566,"MA","lagoa do mato","Maranhão",7.07666226135423,5.99258891476969,0,10536,0,10536,0,"Não","Masculino",0,"61",0.348659003831418,0.0424528301886792,0.812260536398467,0.0377358490566038,0,0,0,1,"MA","Lagoa do Mato","lagoa do mato","11681892.64",16.273550563333,0.815998602762926
"652","MAlago da pedra",210570,"2105708",0.589,"MA","lago da pedra","Maranhão",7.15729146045228,5.50035984795419,0,43947,0,43947,0,"Não","Feminino",1,"46",0.105263157894737,0,0.795726941115164,0.182711198428291,0,0,0,1,"MA","Lago da Pedra","lago da pedra","40393571.42",17.5141812070026,0.669581482531141
"653","MAlago do junco",210580,"2105807",0.581,"MA","lago do junco","Maranhão",7.15571631313888,5.50350059248525,0,9890,0,9890,1,"Não","Masculino",1,"61",0.0167865707434053,0.0288461538461538,0.748201438848921,0.0673076923076923,0,0,0,1,"MA","Lago do Junco","lago do junco","10435627.01",16.1607361838948,0.639145965609816
"654","MAlago dos rodrigues",210594,"2105948",0.602,"MA","lago dos rodrigues","Maranhão",7.15718237180986,5.49339060726715,0,7993,0,7993,0,"Não","Masculino",0,"50",0.00854700854700855,0,0.925925925925926,0.0307692307692308,0,0,0,1,"MA","Lago dos Rodrigues","lago dos rodrigues","9391632.35",16.0553296752668,0.640281498361082
"655","MAlago verde",210590,"2105906",0.557,"MA","lago verde","Maranhão",7.21367257452307,5.1287738221133,0,15014,0,15014,0,"Não","Masculino",0,"56",0.188380281690141,0,0.941901408450704,0.0616822429906542,0,0,0,1,"MA","Lago Verde","lago verde","14817233.42",16.5113014815931,0.729688898428265
"656","MAlajeado novo",210598,"2105989",0.589,"MA","lajeado novo","Maranhão",6.97627337111254,6.22890540312302,0,6829,0,6829,0,"Não","Masculino",0,"50",0.188073394495413,0.0191570881226054,0.598623853211009,0.187739463601533,0,0,0,1,"MA","Lajeado Novo","lajeado novo","9370528.67",16.0530800741811,0.711793424936603
"657","MAlima campos",210600,"2106003",0.581,"MA","lima campos","Maranhão",7.17623924138037,5.40281250787748,0,11706,0,11706,1,"Sim","Masculino",0,"44",0.00958466453674121,0,0.5814696485623,0.263736263736264,1,0,0,0,"MA","Lima Campos","lima campos","16889539.81",16.6422050421132,0.608482418917033
"658","MAloreto",210610,"2106102",0.582,"MA","loreto","Maranhão",6.92116496589205,6.24381732500618,0,10646,0,10646,0,"Não","Masculino",0,"29",0.158371040723982,0.0251046025104603,0.540723981900452,0.0627615062761506,0,0,0,1,"MA","Loreto","loreto","14427067.37",16.4846166786335,0.713593132286275
