code_muni;ADM_DIRETA;SI;EF;EM;ES;POS_GRAD;ESTATUTARIOS;ESTATUTARIOS_SI;ESTATUTARIOS_EF;ESTATUTARIOS_EM;ESTATUTARIOS_ES;ESTATUTARIOS_POS;CLT;CLT_SI;CLT_EF;CLT_EM;CLT_ES;CLT_POS;COMISSIONADOS;COMISSIONADOS_SI;COMISSIONADOS_EF;COMISSIONADOS_EM;COMISSIONADOS_ES;COMISSIONADOS_POS;SEMVINC;SEMVINC_SI;SEMVINC_EF;SEMVINC_EF;SEMVINC_ES;SEMVINC_POS
150220;1297;1;390;760;138;8;1183;1;378;681;115;8;0;0;0;0;0;0;81;0;6;57;18;0;33;0;6;22;5;0
150230;1292;0;193;977;116;6;0;0;0;0;0;0;90;0;28;61;1;0;52;0;0;28;18;6;1150;0;165;888;97;0
150240;3576;56;636;2463;421;0;1707;44;295;1101;267;0;0;0;0;0;0;0;184;0;21;129;34;0;1623;12;320;1171;120;0
150250;715;0;223;422;70;0;42;0;22;19;1;0;0;0;0;0;0;0;32;0;4;11;17;0;641;0;197;392;52;0
150260;446;0;266;152;28;0;304;0;196;85;23;0;0;0;0;0;0;0;69;0;0;67;2;0;73;0;70;0;3;0
150270;941;4;307;407;152;71;818;4;279;343;123;69;91;0;16;49;26;0;24;0;11;10;3;0;8;0;1;5;0;2
150275;1002;3;253;571;160;15;974;3;253;543;160;15;0;0;0;0;0;0;28;0;0;28;0;0;0;0;0;0;0;0
150276;155;0;21;71;56;7;125;0;12;52;54;7;0;0;0;0;0;0;30;0;9;19;2;0;0;0;0;0;0;0
150277;474;5;56;336;65;12;129;0;14;85;30;0;0;0;0;0;0;0;54;0;2;31;20;1;291;5;40;220;15;11
150280;655;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;565;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;0;0;0;0;0;0;88;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;2;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado
150285;632;0;202;425;5;0;317;0;72;241;4;0;0;0;0;0;0;0;38;0;10;27;1;0;277;0;120;157;0;0
150290;835;0;84;446;289;16;366;0;29;113;209;15;0;0;0;0;0;0;87;0;15;67;4;1;379;0;39;264;76;0
150293;1544;1;772;566;204;1;1487;1;739;543;203;1;0;0;0;0;0;0;32;0;10;21;1;0;0;0;0;0;0;0
150295;909;435;123;198;153;0;603;346;64;62;131;0;0;0;0;0;0;0;6;0;0;4;2;0;300;89;59;132;20;0
150300;561;37;182;304;36;2;269;21;67;163;18;0;7;1;1;5;0;0;49;0;0;29;18;2;236;15;114;107;0;0
150304;675;75;150;335;98;17;640;70;144;316;93;17;0;0;0;0;0;0;35;5;6;19;5;0;0;0;0;0;0;0
150307;1337;0;462;753;122;0;492;0;96;290;106;0;0;0;0;0;0;0;22;0;0;11;11;0;823;0;366;452;5;0
150309;1498;0;322;975;201;0;545;0;176;304;65;0;0;0;0;0;0;0;104;0;30;54;20;0;849;0;116;617;116;0
150310;1604;0;698;847;59;0;1604;0;698;847;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
150320;898;11;244;433;210;0;476;4;90;217;165;0;0;0;0;0;0;0;33;0;0;26;7;0;389;7;154;190;38;0
150330;1994;332;438;693;360;171;1279;270;306;387;210;106;0;0;0;0;0;0;135;0;0;95;30;10;495;62;102;156;120;55
150340;265;0;19;246;0;0;190;0;14;176;0;0;0;0;0;0;0;0;15;0;5;10;0;0;60;0;0;60;0;0
150345;1080;0;489;330;229;32;604;0;271;128;173;32;0;0;0;0;0;0;43;0;12;21;10;0;433;0;206;181;46;0
150350;978;0;331;517;130;0;648;0;207;330;111;0;0;0;0;0;0;0;63;0;12;42;9;0;267;0;112;145;10;0
150360;2577;0;920;736;860;61;2014;0;574;575;804;61;0;0;0;0;0;0;496;0;335;145;16;0;67;0;11;16;40;0
150370;1534;Ignorado;Ignorado;Ignorado;Ignorado;0;1426;Ignorado;Ignorado;Ignorado;Ignorado;0;0;0;0;0;0;0;108;Ignorado;Ignorado;Ignorado;Ignorado;0;0;0;0;0;0;0
150375;588;0;313;190;60;25;542;0;313;164;40;25;0;0;0;0;0;0;46;0;0;26;20;0;0;0;0;0;0;0
150380;1145;0;372;625;148;0;806;0;280;452;74;0;0;0;0;0;0;0;142;0;13;112;17;0;197;0;79;61;57;0
150390;1704;0;627;834;241;2;830;0;326;330;174;0;0;0;0;0;0;0;26;0;0;19;5;2;847;0;301;484;62;0
150400;776;0;283;338;152;3;490;0;183;174;130;3;0;0;0;0;0;0;42;0;0;36;6;0;244;0;100;128;16;0
150405;1050;0;475;354;221;0;937;0;456;280;201;0;0;0;0;0;0;0;46;0;0;31;15;0;67;0;19;43;5;0
150410;274;0;92;156;26;0;154;0;45;96;13;0;0;0;0;0;0;0;65;0;43;18;4;0;55;0;4;42;9;0
150420;7339;0;3849;2216;1215;59;4993;0;2482;1443;1009;59;0;0;0;0;0;0;150;0;0;150;0;0;2196;0;1367;623;206;0
150430;1456;0;712;658;70;16;566;0;238;284;28;16;0;0;0;0;0;0;18;0;6;12;0;0;872;0;468;362;42;0
150440;1151;0;338;727;86;0;690;0;212;420;58;0;0;0;0;0;0;0;80;0;17;56;7;0;381;0;109;251;21;0
150442;3551;10;1765;1231;493;52;3193;10;1625;1116;401;41;0;0;0;0;0;0;204;0;76;73;52;3;154;0;64;42;40;8
150445;501;0;90;325;86;0;437;0;73;285;79;0;0;0;0;0;0;0;24;0;2;18;4;0;40;0;15;22;3;0
150450;850;0;477;210;151;12;799;0;443;193;151;12;0;0;0;0;0;0;46;0;34;12;0;0;5;0;0;5;0;0
150460;1002;0;415;431;156;0;724;0;354;235;135;0;97;0;25;72;0;0;33;0;1;24;8;0;148;0;35;100;13;0
150470;1968;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;1468;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;0;0;0;0;0;0;102;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;398;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado
150480;1805;84;563;638;520;0;1428;84;444;436;464;0;0;0;0;0;0;0;181;0;57;100;24;0;196;0;62;102;32;0
150490;1146;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;662;0;0;662;0;0;0;0;0;0;0;0;47;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;437;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado
150495;957;4;320;579;54;0;7;0;0;7;0;0;0;0;0;0;0;0;100;0;8;88;4;0;850;4;312;484;50;0
150497;1030;473;247;263;47;0;942;449;199;250;44;0;0;0;0;0;0;0;88;24;48;13;3;0;0;0;0;0;0;0
150500;393;0;150;182;51;10;283;0;99;134;40;10;0;0;0;0;0;0;68;0;38;27;3;0;42;0;13;21;8;0
150503;868;0;491;203;154;20;795;0;491;147;137;20;0;0;0;0;0;0;73;0;0;56;17;0;0;0;0;0;0;0
150506;2716;6;1601;862;247;0;1430;5;852;393;180;0;0;0;0;0;0;0;188;0;99;75;14;0;1098;1;650;394;53;0
150510;1560;1;440;981;138;0;995;0;296;591;108;0;0;0;0;0;0;0;65;0;3;49;13;0;500;1;141;341;17;0
150520;1274;0;958;262;54;0;1074;0;903;123;48;0;0;0;0;0;0;0;87;0;55;29;3;0;113;0;0;110;3;0
150530;2818;0;305;2372;86;55;1847;0;30;1692;70;55;0;0;0;0;0;0;137;0;0;127;10;0;833;0;275;552;6;0
150540;513;15;103;351;44;0;53;0;0;23;30;0;0;0;0;0;0;0;19;0;5;5;9;0;441;15;98;323;5;0
150543;868;12;210;417;214;15;852;0;210;413;214;15;0;0;0;0;0;0;4;0;0;4;0;0;12;12;0;0;0;0
150548;1360;5;414;898;43;0;566;0;146;396;24;0;0;0;0;0;0;0;23;0;7;12;4;0;771;5;261;490;15;0
150549;354;54;101;163;18;18;333;51;96;155;15;16;0;0;0;0;0;0;21;3;5;8;3;2;0;0;0;0;0;0
150550;2394;24;641;1026;603;100;1840;24;424;734;562;96;465;0;196;240;29;0;89;0;21;52;12;4;0;0;0;0;0;0
150553;6946;1726;719;3449;1052;0;1770;109;54;1117;490;0;0;0;0;0;0;0;353;94;40;136;83;0;4817;1523;625;2190;479;0
150555;244;0;80;100;57;7;219;0;80;83;51;5;0;0;0;0;0;0;25;0;0;17;6;2;0;0;0;0;0;0
150560;286;0;35;226;25;0;144;0;0;122;22;0;56;0;11;45;0;0;61;0;3;55;3;0;25;0;21;4;0;0
150563;545;0;246;240;56;3;333;0;171;123;36;3;0;0;0;0;0;0;38;0;0;37;1;0;174;0;75;80;19;0
150565;600;0;234;296;70;0;454;0;161;236;57;0;0;0;0;0;0;0;55;0;11;36;8;0;91;0;62;24;5;0
150570;1110;5;441;549;115;0;451;0;132;252;67;0;0;0;0;0;0;0;29;0;4;19;6;0;630;5;305;278;42;0
150580;1969;0;1079;795;95;0;1120;0;597;446;77;0;0;0;0;0;0;0;68;0;5;62;1;0;781;0;477;287;17;0
150590;1337;48;442;568;279;0;1252;48;405;524;275;0;0;0;0;0;0;0;85;0;37;44;4;0;0;0;0;0;0;0
150600;1139;0;438;698;3;0;1063;0;380;680;3;0;66;0;50;16;0;0;10;0;8;2;0;0;0;0;0;0;0;0
150610;311;0;97;157;57;0;236;0;73;113;50;0;0;0;0;0;0;0;44;0;22;20;2;0;31;0;2;24;5;0
150611;502;0;120;335;47;0;452;0;106;304;42;0;0;0;0;0;0;0;50;0;14;31;5;0;0;0;0;0;0;0
150613;2089;6;675;633;635;140;1737;6;594;489;548;100;270;0;80;90;60;40;81;0;0;54;27;0;0;0;0;0;0;0
150616;577;43;180;236;103;15;299;15;108;110;51;15;0;0;0;0;0;0;278;28;72;126;52;0;0;0;0;0;0;0
150618;1297;5;507;478;283;24;1111;0;454;377;256;24;0;0;0;0;0;0;59;0;7;31;21;0;119;5;46;62;6;0
150619;1091;2;186;831;50;22;997;2;178;753;42;22;0;0;0;0;0;0;49;0;5;39;5;0;45;0;3;39;3;0
150620;1059;10;390;561;98;0;1017;10;378;539;90;0;0;0;0;0;0;0;42;0;12;22;8;0;0;0;0;0;0;0
150630;910;6;267;553;84;0;110;0;39;48;23;0;0;0;0;0;0;0;36;0;3;14;19;0;764;6;225;491;42;0
150635;526;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;48;0;0;45;3;0;15;0;0;15;0;0;28;0;0;28;0;0;435;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado
150640;364;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;225;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;115;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;24;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;0;0;0;0;0;0
150650;1432;17;410;699;306;0;879;4;261;441;173;0;73;0;27;42;4;0;60;0;1;30;29;0;419;13;121;185;100;0
150655;896;2;149;699;37;9;615;0;39;533;34;9;0;0;0;0;0;0;63;0;0;60;3;0;218;2;110;106;0;0
150658;424;49;130;190;55;0;130;20;35;30;45;0;0;0;0;0;0;0;48;0;15;28;5;0;246;29;80;132;5;0
150660;733;0;339;340;54;0;644;0;274;320;50;0;0;0;0;0;0;0;49;0;25;20;4;0;40;0;40;0;0;0
150670;1232;10;545;589;72;16;906;0;313;523;54;16;21;0;4;15;2;0;15;0;4;9;2;0;290;10;224;42;14;0
150680;8865;70;1922;5629;1124;120;2636;17;663;1519;335;102;0;0;0;0;0;0;214;0;6;104;104;0;5979;53;1252;3971;685;18
150690;266;0;84;118;64;0;254;0;84;114;56;0;0;0;0;0;0;0;12;0;0;4;8;0;0;0;0;0;0;0
150700;1388;0;405;558;425;0;765;0;257;348;160;0;0;0;0;0;0;0;168;0;93;60;15;0;455;0;55;150;250;0
150710;712;0;116;565;31;0;309;0;14;295;0;0;0;0;0;0;0;0;41;0;0;30;11;0;362;0;102;240;20;0
150715;873;69;250;480;74;0;803;69;240;424;70;0;0;0;0;0;0;0;70;0;10;56;4;0;0;0;0;0;0;0
150720;1184;0;579;555;50;0;811;0;386;382;43;0;0;0;0;0;0;0;109;0;68;40;1;0;264;0;125;133;6;0
150730;1779;40;955;613;157;14;1710;0;951;596;151;12;0;0;0;0;0;0;29;0;4;17;6;2;40;40;0;0;0;0
150740;581;0;229;292;60;0;524;0;193;277;54;0;0;0;0;0;0;0;7;0;0;4;3;0;50;0;36;11;3;0
150745;1184;69;393;552;158;12;1058;46;343;522;135;12;0;0;0;0;0;0;22;0;1;15;6;0;101;23;49;12;17;0
150746;203;0;104;86;13;0;8;0;0;8;0;0;0;0;0;0;0;0;4;0;0;3;1;0;191;0;104;75;12;0
150747;569;0;165;279;125;0;522;0;165;246;111;0;0;0;0;0;0;0;16;0;0;13;3;0;31;0;0;20;11;0
150750;669;230;107;215;117;0;306;179;22;56;49;0;0;0;0;0;0;0;25;0;0;16;9;0;338;51;85;143;59;0
150760;2052;0;940;642;385;85;485;0;180;160;105;40;0;0;0;0;0;0;100;0;0;60;30;10;1465;0;760;420;250;35
150770;524;2;237;253;28;4;413;2;198;184;25;4;0;0;0;0;0;0;94;0;32;59;3;0;17;0;7;10;0;0
150775;292;0;132;130;28;2;227;0;107;93;25;2;0;0;0;0;0;0;18;0;0;15;3;0;47;0;25;22;0;0
150780;489;115;85;201;82;6;324;71;52;128;68;5;0;0;0;0;0;0;30;0;7;13;10;0;135;44;26;60;4;1
150790;744;105;339;212;88;0;329;15;147;105;62;0;135;20;56;55;4;0;38;0;6;22;10;0;242;70;130;30;12;0
150795;1071;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;0;0;0;0;0;0;0;0;0;0;0;0;59;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;1012;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado
150796;401;0;111;225;65;0;361;0;111;191;59;0;0;0;0;0;0;0;40;0;0;34;6;0;0;0;0;0;0;0
150797;417;0;75;244;98;0;373;0;67;210;96;0;16;0;8;8;0;0;28;0;0;26;2;0;0;0;0;0;0;0
150800;1973;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;1733;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;0;0;0;0;0;0;90;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;150;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado
150803;890;0;158;631;79;22;333;0;45;242;29;17;0;0;0;0;0;0;70;0;0;60;10;0;484;0;113;326;40;5
150805;411;2;171;198;39;1;373;0;168;171;34;0;0;0;0;0;0;0;38;2;3;27;5;1;0;0;0;0;0;0
150808;986;59;186;498;193;50;558;35;68;265;140;50;0;0;0;0;0;0;64;0;12;29;23;0;364;24;106;204;30;0
150810;3994;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;2663;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;0;0;0;0;0;0;312;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;1013;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado
150812;781;0;390;226;151;14;521;0;294;106;107;14;0;0;0;0;0;0;39;0;5;30;4;0;221;0;91;90;40;0
150815;1258;4;507;553;174;20;1135;4;432;512;167;20;0;0;0;0;0;0;20;0;5;8;7;0;103;0;70;33;0;0
150820;1126;173;118;645;190;0;849;160;88;459;142;0;0;0;0;0;0;0;113;2;12;71;28;0;164;11;18;115;20;0
150830;2781;368;767;1561;81;4;1385;128;388;804;62;3;0;0;0;0;0;0;12;0;2;8;1;1;1384;240;377;749;18;0
150835;421;0;142;194;85;0;225;0;72;94;59;0;0;0;0;0;0;0;99;0;52;42;5;0;96;0;18;57;21;0
150840;1401;12;577;619;164;29;440;2;246;175;12;5;0;0;0;0;0;0;40;0;5;18;17;0;921;10;326;426;135;24
160005;215;0;74;133;8;0;151;0;72;73;6;0;0;0;0;0;0;0;40;0;0;38;2;0;24;0;2;22;0;0
160010;264;3;111;136;14;0;147;3;74;69;1;0;0;0;0;0;0;0;19;0;4;13;2;0;98;0;33;54;11;0
160015;545;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;194;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;0;0;0;0;0;0;85;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;266;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado
160020;322;1;134;182;5;0;212;0;92;120;0;0;0;0;0;0;0;0;26;0;0;21;5;0;84;1;42;41;0;0
160021;307;1;137;161;8;0;260;1;118;134;7;0;0;0;0;0;0;0;26;0;6;19;1;0;21;0;13;8;0;0
160023;280;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;247;84;69;84;10;0;0;0;0;0;0;0;33;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;0;0;0;0;0;0
160025;216;56;48;102;10;0;95;25;23;47;0;0;0;0;0;0;0;0;10;0;1;8;1;0;111;31;24;47;9;0
160027;1451;19;374;815;181;62;1201;11;291;656;181;62;0;0;0;0;0;0;86;0;0;86;0;0;164;8;83;73;0;0
160030;7469;0;3947;2468;1053;1;6041;0;3039;1995;1007;0;960;0;908;42;9;1;468;0;0;431;37;0;0;0;0;0;0;0
160040;713;0;256;437;20;0;229;0;133;88;8;0;0;0;0;0;0;0;35;0;1;33;1;0;449;0;122;316;11;0
160050;435;0;36;353;46;0;295;0;0;253;42;0;0;0;0;0;0;0;42;0;6;32;4;0;98;0;30;68;0;0
160053;680;87;193;248;145;7;437;30;117;164;119;7;0;0;0;0;0;0;58;0;0;50;8;0;185;57;76;34;18;0
160055;319;93;42;175;9;0;189;59;24;106;0;0;0;0;0;0;0;0;11;0;1;9;1;0;119;34;17;60;8;0
160060;2889;0;362;1892;599;36;1340;0;140;811;354;35;340;0;33;303;4;0;467;0;60;315;92;0;742;0;129;463;149;1
160070;414;5;131;258;20;0;92;0;27;61;4;0;0;0;0;0;0;0;58;0;9;41;8;0;264;5;95;156;8;0
160080;941;237;271;403;26;4;498;35;211;227;25;0;0;0;0;0;0;0;175;59;44;72;0;0;268;143;16;104;1;4
170025;174;1;20;119;34;0;83;0;9;45;29;0;0;0;0;0;0;0;57;0;3;49;5;0;34;1;8;25;0;0
170030;189;0;65;53;68;3;184;0;65;50;66;3;0;0;0;0;0;0;5;0;0;3;2;0;0;0;0;0;0;0
170035;202;0;35;49;68;50;117;0;15;22;30;50;0;0;0;0;0;0;33;0;0;17;16;0;52;0;20;10;22;0
170040;185;30;52;63;40;0;140;10;32;60;38;0;0;0;0;0;0;0;5;0;0;3;2;0;40;20;20;0;0;0
170070;192;18;52;91;23;8;105;10;30;41;16;8;0;0;0;0;0;0;17;0;0;10;7;0;70;8;22;40;0;0
170100;385;1;128;220;36;0;280;1;93;157;29;0;0;0;0;0;0;0;1;0;0;0;1;0;104;0;35;63;6;0
170105;168;0;12;106;50;0;124;0;12;92;20;0;0;0;0;0;0;0;39;0;0;9;30;0;5;0;0;5;0;0
170110;143;0;43;68;32;0;92;0;32;41;19;0;0;0;0;0;0;0;42;0;10;26;6;0;9;0;1;1;7;0
170130;179;0;48;69;62;0;152;0;48;53;51;0;0;0;0;0;0;0;15;0;0;13;2;0;12;0;0;3;9;0
170190;368;0;81;242;45;0;285;0;50;200;35;0;3;0;3;0;0;0;55;0;13;32;10;0;25;0;15;10;0;0
170200;597;0;75;440;78;4;397;0;75;320;2;0;0;0;0;0;0;0;71;0;0;3;64;4;129;0;0;117;12;0
170210;3309;17;809;1702;713;68;1592;0;338;962;224;68;1;0;0;0;1;0;936;0;259;471;206;0;776;17;212;265;282;0
170215;256;0;79;107;67;3;225;0;76;92;56;1;0;0;0;0;0;0;19;0;0;15;2;2;12;0;3;0;9;0
170220;875;0;317;270;288;0;551;0;190;121;240;0;0;0;0;0;0;0;38;0;6;24;8;0;286;0;121;125;40;0
170230;358;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;307;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;0;0;0;0;0;0;38;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;13;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado
170240;336;11;126;127;59;13;243;6;70;108;49;10;0;0;0;0;0;0;13;0;0;5;5;3;80;5;56;14;5;0
170255;372;0;152;189;31;0;340;0;144;172;24;0;0;0;0;0;0;0;32;0;8;17;7;0;0;0;0;0;0;0
170270;210;0;42;145;23;0;142;0;30;102;10;0;5;0;2;3;0;0;15;0;0;10;5;0;48;0;10;30;8;0
170290;458;0;153;201;97;7;389;0;143;146;93;7;0;0;0;0;0;0;68;0;10;54;4;0;1;0;0;1;0;0
170300;423;0;248;138;37;0;373;0;223;118;32;0;0;0;0;0;0;0;28;0;3;20;5;0;22;0;22;0;0;0
170305;150;0;41;63;46;0;61;0;32;3;26;0;0;0;0;0;0;0;44;0;0;32;12;0;45;0;9;28;8;0
170307;223;0;6;176;41;0;200;0;5;160;35;0;0;0;0;0;0;0;16;0;0;12;4;0;7;0;1;4;2;0
170310;215;1;83;103;28;0;173;0;67;82;24;0;0;0;0;0;0;0;22;0;5;14;3;0;20;1;11;7;1;0
170320;275;1;9;150;111;4;130;0;3;61;62;4;0;0;0;0;0;0;37;0;0;31;6;0;108;1;6;58;43;0
170330;178;0;32;26;120;0;150;0;30;15;105;0;0;0;0;0;0;0;15;0;2;4;9;0;13;0;0;7;6;0
170360;165;0;62;40;59;4;144;0;57;32;51;4;0;0;0;0;0;0;20;0;5;8;7;0;1;0;0;0;1;0
170370;259;0;13;148;98;0;223;0;11;135;77;0;0;0;0;0;0;0;25;0;0;12;13;0;11;0;2;1;8;0
170380;266;0;100;113;52;1;211;0;75;85;50;1;0;0;0;0;0;0;55;0;25;28;2;0;0;0;0;0;0;0
170382;206;0;45;145;16;0;159;0;36;110;13;0;7;0;2;5;0;0;38;0;7;28;3;0;2;0;0;2;0;0
170384;365;25;133;151;56;0;213;6;106;71;30;0;0;0;0;0;0;0;6;0;1;1;4;0;146;19;26;79;22;0
170386;153;7;40;51;31;24;142;7;39;46;28;22;0;0;0;0;0;0;6;0;0;3;3;0;5;0;1;2;0;2
170388;189;13;62;60;52;2;154;6;51;49;48;0;0;0;0;0;0;0;9;0;3;4;0;2;26;7;8;7;4;0
170389;188;0;81;35;70;2;151;0;67;22;60;2;0;0;0;0;0;0;3;0;0;0;3;0;34;0;14;13;7;0
170390;218;0;80;114;24;0;181;0;80;90;11;0;0;0;0;0;0;0;10;0;0;4;6;0;27;0;0;20;7;0
170410;172;2;58;60;44;8;80;2;18;29;28;3;0;0;0;0;0;0;80;0;33;31;12;4;12;0;7;0;4;1
170460;131;0;12;98;21;0;53;0;0;32;21;0;0;0;0;0;0;0;13;0;0;13;0;0;65;0;12;53;0;0
170510;230;5;45;139;39;2;152;5;28;100;19;0;0;0;0;0;0;0;30;0;15;15;0;0;48;0;2;24;20;2
170550;730;14;181;380;140;15;613;14;172;282;130;15;6;0;4;2;0;0;32;0;0;22;10;0;79;0;5;74;0;0
170555;128;0;39;63;26;0;40;0;20;13;7;0;0;0;0;0;0;0;15;0;4;5;6;0;73;0;15;45;13;0
170560;188;10;34;117;27;0;148;10;34;89;15;0;0;0;0;0;0;0;30;0;0;25;5;0;10;0;0;3;7;0
170600;182;0;32;91;59;0;165;0;27;82;56;0;0;0;0;0;0;0;12;0;0;9;3;0;5;0;5;0;0;0
170610;340;19;133;154;33;1;251;12;107;117;15;0;0;0;0;0;0;0;29;0;9;16;4;0;60;7;17;21;14;1
170625;109;0;28;29;51;1;47;0;10;7;30;0;0;0;0;0;0;0;35;0;18;10;7;0;27;0;0;12;14;1
170650;192;0;62;76;49;5;142;0;62;37;38;5;0;0;0;0;0;0;33;0;0;22;11;0;17;0;0;17;0;0
170700;596;0;80;338;172;6;515;0;72;286;151;6;0;0;0;0;0;0;74;0;8;50;16;0;7;0;0;2;5;0
170710;324;0;60;152;90;22;174;0;35;87;40;12;0;0;0;0;0;0;35;0;0;10;25;0;115;0;25;55;25;10
170720;226;0;46;110;70;0;78;0;18;25;35;0;0;0;0;0;0;0;36;0;11;16;9;0;112;0;17;69;26;0
170730;193;0;67;93;33;0;150;0;67;67;16;0;0;0;0;0;0;0;36;0;0;26;10;0;7;0;0;0;7;0
170740;395;0;154;228;13;0;382;0;154;219;9;0;0;0;0;0;0;0;9;0;0;8;1;0;4;0;0;1;3;0
170755;216;0;68;107;41;0;165;0;56;80;29;0;1;0;0;0;1;0;6;0;0;4;2;0;44;0;12;23;9;0
170765;275;22;48;143;35;27;133;10;20;76;20;7;0;0;0;0;0;0;46;0;8;24;10;4;96;12;20;43;5;16
170770;408;0;65;310;28;5;350;0;65;263;17;5;0;0;0;0;0;0;5;0;0;1;4;0;53;0;0;46;7;0
170820;841;55;160;416;177;33;582;50;100;257;162;13;0;0;0;0;0;0;74;0;10;54;10;0;185;5;50;105;5;20
170825;180;3;79;38;60;0;143;3;75;29;36;0;0;0;0;0;0;0;33;0;4;9;20;0;4;0;0;0;4;0
170830;143;0;31;74;38;0;120;0;23;62;35;0;0;0;0;0;0;0;11;0;0;8;3;0;12;0;8;4;0;0
170900;521;0;69;293;156;3;438;0;62;244;129;3;0;0;0;0;0;0;18;0;7;9;2;0;65;0;0;40;25;0
170930;705;9;210;294;155;37;522;7;126;232;120;37;0;0;0;0;0;0;34;0;2;18;14;0;149;2;82;44;21;0
170950;1271;38;321;479;329;104;939;38;256;319;277;49;0;0;0;0;0;0;277;0;65;143;26;43;55;0;0;17;26;12
170980;160;0;50;75;35;0;110;0;40;50;20;0;0;0;0;0;0;0;40;0;10;20;10;0;10;0;0;5;5;0
171050;275;0;22;196;57;0;238;0;22;171;45;0;0;0;0;0;0;0;28;0;0;20;8;0;9;0;0;5;4;0
171070;362;0;113;187;60;2;285;0;88;137;58;2;0;0;0;0;0;0;53;0;15;36;2;0;24;0;10;14;0;0
171090;150;0;68;72;10;0;128;0;57;68;3;0;0;0;0;0;0;0;4;0;1;2;1;0;18;0;10;2;6;0
171110;172;0;42;116;6;8;100;0;38;57;5;0;0;0;0;0;0;0;53;0;4;49;0;0;19;0;0;10;1;8
171150;233;62;20;68;71;12;182;56;15;49;52;10;0;0;0;0;0;0;11;2;0;7;2;0;40;4;5;12;17;2
171180;108;0;11;66;31;0;92;0;11;60;21;0;0;0;0;0;0;0;10;0;0;6;4;0;6;0;0;0;6;0
171190;479;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;284;10;84;127;52;11;0;0;0;0;0;0;34;0;5;15;8;6;161;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado
171195;164;0;38;97;20;9;96;0;30;51;9;6;0;0;0;0;0;0;15;0;1;12;2;0;53;0;7;34;9;3
171200;190;0;60;70;50;10;143;0;60;48;28;7;0;0;0;0;0;0;39;0;0;20;19;0;8;0;0;2;3;3
171215;145;4;24;89;28;0;99;4;20;67;8;0;0;0;0;0;0;0;22;0;0;12;10;0;24;0;4;10;10;0
171240;149;7;30;78;34;0;117;7;20;63;27;0;0;0;0;0;0;0;29;0;10;15;4;0;3;0;0;0;3;0
171245;156;0;31;69;52;4;150;0;30;65;51;4;0;0;0;0;0;0;4;0;1;3;0;0;1;0;0;0;1;0
171250;331;2;40;247;42;0;286;2;40;215;29;0;0;0;0;0;0;0;29;0;0;24;5;0;16;0;0;8;8;0
171270;136;0;Ignorado;Ignorado;Ignorado;0;100;0;Ignorado;Ignorado;Ignorado;0;0;0;0;0;0;0;8;0;0;5;3;0;28;0;Ignorado;Ignorado;Ignorado;0
171280;197;0;47;98;52;0;161;0;46;67;48;0;0;0;0;0;0;0;14;0;1;13;0;0;22;0;0;18;4;0
171320;1161;35;368;622;136;0;655;35;258;293;69;0;0;0;0;0;0;0;54;0;5;22;27;0;452;0;105;307;40;0
